3.788619999999999877e+00,3.790000000000000036e+00,8.594995986037459734e-02,1.287993447663192725e+01,7.741148329491209790e-01,-2.980466047831066945e+00,1.000000000000000000e+00
3.798800000000000399e+00,3.794999999999999929e+00,7.913381072588379639e-02,1.145196403205111402e+01,8.023955273028875457e-01,-2.677437769716072058e+00,1.000000000000000000e+00
3.803560000000000052e+00,3.810000000000000053e+00,8.721425571545055044e-02,1.207807404769373072e+01,7.717855716941189881e-01,-2.926945949297950822e+00,1.000000000000000000e+00
3.764559999999999906e+00,3.765000000000000124e+00,9.217703835554709457e-02,1.265441339931292752e+01,7.874952032969300131e-01,-3.027625859184197132e+00,1.000000000000000000e+00
3.756439999999999557e+00,3.754999999999999893e+00,9.115111847914976473e-02,1.226271940234664903e+01,7.755365456546328140e-01,-2.824372012379086971e+00,1.000000000000000000e+00
3.789880000000000138e+00,3.790000000000000036e+00,9.237091317075954433e-02,1.113472220002003077e+01,7.874107986551767135e-01,-2.660585725341817920e+00,1.000000000000000000e+00
3.800400000000000222e+00,3.810000000000000053e+00,8.981224860785973207e-02,1.298679658294165407e+01,7.703688878422180197e-01,-3.011889197633993653e+00,1.000000000000000000e+00
3.790500000000000203e+00,3.794999999999999929e+00,7.816680881294821304e-02,1.079510964869422551e+01,7.738589354043129420e-01,-2.574731348623549909e+00,1.000000000000000000e+00
3.772299999999999986e+00,3.779999999999999805e+00,8.346981490335290965e-02,8.378440548933308918e+00,7.850778691750271987e-01,-2.241708434146866047e+00,1.000000000000000000e+00
3.742840000000000167e+00,3.745000000000000107e+00,8.340224457411203607e-02,1.055060308060022045e+01,7.507203862778851766e-01,-2.584198756463372160e+00,1.000000000000000000e+00
3.732380000000000031e+00,3.735000000000000320e+00,8.633328211066690350e-02,1.258798032949566270e+01,7.852605868783371079e-01,-3.017148697681799607e+00,1.000000000000000000e+00
3.762180000000000302e+00,3.757499999999999840e+00,8.324030033583490473e-02,9.705134285145529560e+00,7.548958506057914519e-01,-2.345370980790045579e+00,1.000000000000000000e+00
3.776580000000000048e+00,3.774999999999999911e+00,7.989995994992736550e-02,5.376191557407263844e+00,7.899008653727040974e-01,-1.518026866406415820e+00,1.000000000000000000e+00
3.780720000000000081e+00,3.790000000000000036e+00,8.679678335053667149e-02,8.155728023764236667e+00,6.970942653438425562e-01,-2.253339403565505883e+00,1.000000000000000000e+00
3.734800000000000342e+00,3.740000000000000213e+00,8.901550426751510259e-02,1.137827667902379858e+01,7.105528617476152276e-01,-2.738207960935274077e+00,1.000000000000000000e+00
3.730860000000000287e+00,3.729999999999999982e+00,8.823922257137128966e-02,1.122010172576442244e+01,6.129748546263311670e-01,-2.601263534244023123e+00,1.000000000000000000e+00
3.746560000000000556e+00,3.740000000000000213e+00,8.482668448076936818e-02,6.690127700522340959e+00,7.832175342265157436e-01,-1.736565619448153797e+00,1.000000000000000000e+00
3.771239999999999704e+00,3.765000000000000124e+00,7.262824794802638650e-02,4.392406729129447740e+00,6.770694663202905250e-01,-1.071485495981083336e+00,1.000000000000000000e+00
3.828700000000000436e+00,3.819999999999999840e+00,7.666296367868907780e-02,3.611796844196568657e+00,7.271067001871877045e-01,-1.128576193256451976e+00,1.000000000000000000e+00
3.819620000000000015e+00,3.830000000000000071e+00,8.969256156449094408e-02,7.002871947763644300e+00,8.017748700717031163e-01,-1.979596766050875534e+00,1.000000000000000000e+00
3.760340000000000238e+00,3.759999999999999787e+00,7.491851840499784421e-02,8.822964526956701192e+00,7.407076627025996896e-01,-2.191387184810063893e+00,1.000000000000000000e+00
3.747599999999999820e+00,3.740000000000000213e+00,7.352849787667363468e-02,5.109095356159496504e+00,7.699625089404453782e-01,-1.360117042489375594e+00,1.000000000000000000e+00
3.766820000000000057e+00,3.759999999999999787e+00,8.314678346153864252e-02,7.957578524334255832e+00,7.569742609882069706e-01,-1.807456047786675901e+00,1.000000000000000000e+00
3.795360000000000067e+00,3.790000000000000036e+00,7.784645399759708428e-02,5.155951883559257709e+00,7.553980366079925401e-01,-1.195743410696979314e+00,1.000000000000000000e+00
3.791639999999999677e+00,3.779999999999999805e+00,7.656572601366748443e-02,4.849477637064361524e+00,7.252455066376065629e-01,-1.159678285787430374e+00,1.000000000000000000e+00
3.767260000000000275e+00,3.765000000000000124e+00,8.765382136564267568e-02,7.233626423055927290e+00,7.511037168707495049e-01,-1.778307545589510097e+00,1.000000000000000000e+00
3.761739999999999640e+00,3.759999999999999787e+00,8.380257991255399275e-02,8.500006756247669770e+00,7.468578610125673478e-01,-2.023328289717773121e+00,1.000000000000000000e+00
3.791939999999999866e+00,3.790000000000000036e+00,7.937591826240499027e-02,4.796650433611673314e+00,7.172303494719879380e-01,-1.155675604762720132e+00,1.000000000000000000e+00
3.807319999999999816e+00,3.794999999999999929e+00,8.347824626811468918e-02,6.665203871138405844e+00,7.618368719769516018e-01,-1.511464295505140054e+00,1.000000000000000000e+00
3.784040000000000514e+00,3.779999999999999805e+00,6.921472675666644203e-02,3.298446828822214627e+00,6.837707403966568620e-01,-8.367765311060417766e-01,1.000000000000000000e+00
3.755180000000000184e+00,3.740000000000000213e+00,7.247528958203613980e-02,4.016579395394942686e+00,6.701180738918030011e-01,-6.010895600688441753e-01,1.000000000000000000e+00
3.771399999999999419e+00,3.759999999999999787e+00,8.626146300637380082e-02,5.614771312587540919e+00,7.235931489550684326e-01,-1.249788691159655407e+00,1.000000000000000000e+00
3.777340000000000142e+00,3.774999999999999911e+00,8.627644174396623122e-02,7.301832611089151825e+00,6.697978957410787304e-01,-1.660107297584833663e+00,1.000000000000000000e+00
3.762020000000000586e+00,3.754999999999999893e+00,8.469131950796372765e-02,8.467265978436394391e+00,7.396070616250564056e-01,-1.920311577008169568e+00,1.000000000000000000e+00
3.777439999999999465e+00,3.765000000000000124e+00,7.427682276457439614e-02,4.038335885146440596e+00,5.785867797065675777e-01,-8.154405542854320510e-01,1.000000000000000000e+00
3.784220000000000361e+00,3.779999999999999805e+00,7.747445772640167150e-02,5.570630358036044782e+00,6.676946305565689688e-01,-1.222391344297736104e+00,1.000000000000000000e+00
3.768539999999999779e+00,3.759999999999999787e+00,8.585434409510095399e-02,5.575284541697055118e+00,7.213946040366412404e-01,-1.395700305832225263e+00,1.000000000000000000e+00
3.791939999999999422e+00,3.779999999999999805e+00,8.775953737343877847e-02,3.437537886100937357e+00,6.904345696914830910e-01,-7.955988343055571121e-01,1.000000000000000000e+00
3.815459999999999852e+00,3.794999999999999929e+00,6.693645045862529896e-02,1.521470072418010133e+00,6.073053096824811981e-01,2.113125719346866382e-01,1.000000000000000000e+00
3.822020000000000195e+00,3.810000000000000053e+00,7.870971731622469769e-02,2.582116153108250600e+00,7.443883751685904659e-01,-3.813753619677898166e-01,1.000000000000000000e+00
3.801400000000000556e+00,3.794999999999999929e+00,7.896353588840863968e-02,4.038482199710924370e+00,6.479761645202293252e-01,-8.726089061674561220e-01,1.000000000000000000e+00
3.786779999999999813e+00,3.774999999999999911e+00,8.202153131952608089e-02,4.681657538584594214e+00,6.828787585054517661e-01,-9.721253765574578987e-01,1.000000000000000000e+00
3.781000000000000139e+00,3.759999999999999787e+00,8.602092768623224861e-02,3.750394610226985392e+00,6.315376704873805203e-01,-7.508836442159392277e-01,1.000000000000000000e+00
3.786220000000000141e+00,3.765000000000000124e+00,8.835276792494956011e-02,3.907115852681431356e+00,6.191891782435415825e-01,-7.231618960250648653e-01,1.000000000000000000e+00
3.784279999999999866e+00,3.765000000000000124e+00,8.524835247674875105e-02,3.131063943905122215e+00,6.158195794427501202e-01,-4.632530763033419485e-01,1.000000000000000000e+00
3.795960000000000445e+00,3.779999999999999805e+00,7.744984441559582544e-02,2.161253529582503496e+00,6.358096125526424558e-01,-2.851266843442770704e-01,1.000000000000000000e+00
3.805379999999999985e+00,3.794999999999999929e+00,7.957986931379065765e-02,3.532478397287244221e+00,6.943035577216164489e-01,-8.296551970626229178e-01,1.000000000000000000e+00
3.774180000000000312e+00,3.759999999999999787e+00,8.688974392872841901e-02,5.578326356005016251e+00,6.232456829653277852e-01,-1.199075108055681405e+00,1.000000000000000000e+00
3.773460000000000036e+00,3.754999999999999893e+00,8.930917310108742180e-02,4.023820327064935753e+00,6.661537636416142716e-01,-7.555255252430567170e-01,1.000000000000000000e+00
3.774600000000000399e+00,3.757499999999999840e+00,8.411444584612084996e-02,4.936991241798965646e+00,6.961323916560784308e-01,-9.483234765206990380e-01,1.000000000000000000e+00
3.777840000000000309e+00,3.759999999999999787e+00,8.600310692062232421e-02,4.009584130013154279e+00,6.697868001267606175e-01,-5.948177099908482646e-01,1.000000000000000000e+00
3.796680000000000277e+00,3.774999999999999911e+00,8.542937199815996141e-02,2.887455931299711231e+00,6.889659964761795097e-01,-3.651248167920171928e-01,1.000000000000000000e+00
3.784559999999999924e+00,3.774999999999999911e+00,8.340747208733759188e-02,5.418005517103388513e+00,6.281437624021398713e-01,-1.027030253497863255e+00,1.000000000000000000e+00
3.783500000000000085e+00,3.759999999999999787e+00,7.744836989892038559e-02,1.190299514430852135e+00,5.314839751509965460e-01,9.554956920572210688e-02,1.000000000000000000e+00
3.770939999999999959e+00,3.754999999999999893e+00,8.648593180396449420e-02,2.682164916742237892e+00,5.954220499109326159e-01,-4.364938891177881364e-01,1.000000000000000000e+00
3.743500000000000050e+00,3.725000000000000089e+00,8.793889924259912227e-02,3.268270579313044877e+00,6.253939398964299956e-01,-5.107473217856560721e-01,1.000000000000000000e+00
3.726659999999999862e+00,3.705000000000000071e+00,8.685012607935579942e-02,2.509061203506468551e+00,6.583799642839832655e-01,-2.959399462560785565e-01,1.000000000000000000e+00
3.707819999999999894e+00,3.685000000000000053e+00,8.652830519546771126e-02,2.832984509373684290e+00,5.959693308494399266e-01,-3.714966781238502325e-01,1.000000000000000000e+00
3.726720000000000255e+00,3.709999999999999964e+00,8.751823581402906616e-02,2.944994585290902300e+00,6.279864462468947028e-01,-3.106402028436329177e-01,1.000000000000000000e+00
3.764899999999999913e+00,3.740000000000000213e+00,8.394218248294472995e-02,1.366289151077744179e+00,5.527271774401731896e-01,2.665747342592092797e-02,1.000000000000000000e+00
